,id,description,price,address,date added,agent
1318,65130370,3 bedroom semi-detached house for sale,199950,"Langland Drive, M30",07/09/2018," by Griffin Residential, Griffin-residential.co.uk, National, UK Wide"
1319,56816109,1 bedroom flat for sale,199950,"Barlow Moor Road, Didsbury, Manchester, M20 ",26/09/2018," by JP & Brimelow , Withington"
1321,54508917,2 bedroom apartment for sale,199950,"Lychgate Mews, Heaton Mersey, Stockport, Cheshire",27/09/2018," by Philip James Kennedy, Sales"
1322,76207262,1 bedroom apartment for sale,199950,"Worsley Street, Manchester, Greater Manchester, M15",12/10/2018," by Oasis Living, Manchester"
1323,67627585,4 bedroom semi-detached house for sale,199950,"Plot 9 Brookdale Mews, Somerset Road, Failsworth, M35",21/09/2018, by Ryder & Dutton
1317,73549034,2 bedroom apartment for sale,199950,"33 Simpson Street, Northern Quarter, Manchester, M4 ",31/05/2018," by Thornley Groves, Manchester Southern Gateway"
1311,75167717,3 bedroom terraced house for sale,199950,"Belgrave Road, New Moston, Manchester, M40",01/10/2018," by Ryder & Dutton, Chadderton"
1304,75476504,2 bedroom flat for sale,199995,"Manchester Off Plan, Great Ancoats Street, Manchester, M4 6DJ",08/03/2017, by RW Invest
1309,76541567,2 bedroom apartment for sale,199995,"Regents Park, Ordsall Lane, Salford, Greater Manchester, M5",20/10/2018, by Flambard Williams Limited
1308,75993830,2 bedroom flat for sale,199995,"Bridgewater Wharf Apartments, Ordsall Lane, Manchester, Greater Manchester, M5",30/09/2018, by Parker Buchanan Estates Ltd
1307,56440683,2 bedroom apartment for sale,199995,"Luxury Manchester Apartments, Talbot Road, Manchester",24/01/2018, by RW Invest
1306,56668392,1 bedroom flat for sale,199995,"X1 Manchester Waters, ManchWat21 Manchester, Greater Manchester, M15",18/09/2018, by Parker Buchanan Estates Ltd
1305,56446425,2 bedroom flat for sale,199995,"Manchester Off Plan, Great Ancoats Street, Manchester, M4 6DJ",14/09/2017, by RW Invest
1310,76401179,4 bedroom town house for sale,199995,"Northcote Avenue, Manchester, M22",," by Bergins Estate Agents, Manchester - Sales"
1303,67623376,4 bedroom semi-detached house for sale,199999,"Stockport Road, Manchester, Greater Manchester, M12 4GA",11/10/2018," by Springbok Properties, Nationwide"
1302,56132016,1 bedroom flat for sale,199999,"Ordsall Lane, Salford, Greater Manchester, M5",04/10/2018, by Rent Solutions Limited
1490,73834649,3 bedroom semi-detached house for sale,200000,"Roundwood Road, Manchester, Greater Manchester, M22",15/06/2018," by Glenthorpe Homes, Northenden"
1489,76475663,3 bedroom terraced house for sale,200000,"Wythenshawe Road, Manchester, Manchester",18/10/2018," by Ian Macklin, Hale - Sales"
1488,67991935,4 bedroom terraced house for sale,200000,"Park Avenue, Swinton, Manchester",15/10/2018," by Hills Residential, Swinton"
1487,67069423,3 bedroom terraced house for sale,200000,"Hale Lane, Failsworth, Manchester, Greater Manchester, M35",11/09/2018," by Bridgfords, Manchester"
1483,57255801,3 bedroom semi-detached house for sale,200000,"Westbank Road, Withington, Manchester",13/10/2018," by Julian Wadden, Didsbury"
1485,67819906,2 bedroom apartment for sale,200000,"Spectrum (Block 3), Blackfriars Road, Salford, M3 7BP",04/10/2018," by Hunters, Manchester"
1484,68123845,3 bedroom terraced house for sale,200000,"Derwent Road, Stretford, Manchester",23/10/2018," by Home Estate Agents, Stretford"
1288,76520984,1 bedroom apartment for sale,200000,"Islington Wharf, Manchester",19/10/2018," by Belvoir, Manchester Central"
1482,75505481,3 bedroom semi-detached house for sale,200000,"Lingard Street, Reddish, SK5",04/10/2018," by Purplebricks, covering the North West"
1486,56843652,3 bedroom semi-detached house for sale,200000,"Palmerston Road, Denton, Denton Manchester",27/09/2018," by Philip James Kennedy, Sales"
1289,57519264,3 bedroom semi-detached house for sale,200000,"Burton Walk, Salford, M3",," by Your Move , Swinton"
1293,73303892,2 bedroom flat for sale,200000,"The Danube, City Road East, Manchester",19/05/2018," by Doorsteps.co.uk, National "
1291,73008689,3 bedroom semi-detached house for sale,200000,"Carmody Close, Manchester, M40",20/10/2018," by Purplebricks, covering Manchester"
1292,67530970,1 bedroom flat for sale,200000,"The Hub, 5 Piccadilly Place, Manchester, M1",17/09/2018," by Reeds Rains , Manchester"
1481,72710825,4 bedroom town house for sale,200000,"Martingale Court, Manchester, Greater Manchester, M8",20/04/2018," by Tepilo Limited, UK"
1294,76115189,3 bedroom semi-detached house for sale,200000,"Ardenfield Drive, Peel Hall, Manchester, M22",04/10/2018," by Northern Etchells, Manchester"
1295,67172881,2 bedroom semi-detached house for sale,200000,"Bradford Road, Ellesmere Park",25/08/2018," by Ascend, Monton"
1296,66988438,3 bedroom semi-detached house for sale,200000,"Freshpool Way, Manchester, M22 4UB",15/08/2018," by Belvoir, Manchester Central"
1297,67561960,3 bedroom end of terrace house for sale,200000,"Ridgway Street, Manchester, M40",18/09/2018," by Ryder & Dutton, Chadderton"
1298,65359885,3 bedroom semi-detached house for sale,200000,"Moss Road, Stretford, Manchester",20/08/2018," by Home Estate Agents, Stretford"
1299,57517035,3 bedroom semi-detached house for sale,200000,"Lownorth Road, Manchester",," by Edward Mellor Ltd, Withington"
1300,67967305,4 bedroom semi-detached house for sale,200000,"Gail Close, Failsworth, Manchester, Lancashire",12/10/2018," by The Express Estate Agency, Nationwide"
1301,75939812,3 bedroom semi-detached house for sale,200000,"Simister Lane, Simister, Prestwich, M25",28/09/2018," by Purplebricks, covering Manchester"
1290,74970488,4 bedroom terraced house for sale,200000,", Manchester, Greater Manchester, M19",13/08/2018," by Easy Homes MCR, Manchester"
1479,72748862,2 bedroom apartment for sale,200521,"Regents Park, Ordsall Lane, Salford, Greater Manchester, M5",23/04/2018, by Opulent
1480,75274043,2 bedroom flat for sale,200521,"Regent Plaza Apartments, Regent Road, Salford, Greater Manchester, M5",30/08/2018, by Alesco Investment Properties
1478,51390024,2 bedroom apartment for sale,202450,"Signature Mill, Lower Vickers Street, Manchester",31/10/2017," by YOPA, National"
1477,51388074,2 bedroom apartment for sale,202450,"Signature Mill, Lower Vickers Street, Manchester",31/10/2017," by YOPA, National"
1476,76060862,2 bedroom flat for sale,202495,"Bridgewater Wharf Apartments, Ordsall Lane, Manchester, Greater Manchester, M5",02/10/2018, by Parker Buchanan Estates Ltd
1475,44904171,1 bedroom flat for sale,203000,"Clowes Street, Salford, Greater Manchester, M3",05/10/2017," by Bridgfords, Manchester"
1464,56588583,2 bedroom apartment for sale,203995,"Victoria Mill, Lower Vickers Street, M40",13/09/2018, by Red Rooves Ltd
1465,76520657,2 bedroom apartment for sale,203995,"Reference: 85479, Lower Vickers Street, Manchester",05/10/2018," by The Property Supplier, Princes Risborough"
1466,70779125,2 bedroom apartment for sale,203995,"Lower Vickers Street, Manchester",01/01/2018," by Doorsteps.co.uk, National "
1467,72234431,2 bedroom apartment for sale,203995,"Signature Mill, Lower Vickers Street, Manchester",14/03/2018," by YOPA, National"
1468,70779008,2 bedroom apartment for sale,203995,"Lower Vickers Street, Manchester",01/01/2018," by Doorsteps.co.uk, National "
1470,53608848,2 bedroom apartment for sale,203995,"Signature Mill, Lower Vickers Street,Manchester",27/03/2018," by Thomas Property Group, Chester"
1471,55478589,2 bedroom apartment for sale,203995,"Lower Vickers Street, Manchester, Greater Manchester, M40",17/07/2018," by Urbane Brix, Chester"
1472,74643782,2 bedroom apartment for sale,203995,"Signature Mill Lower Vickers Street, Manchester",25/07/2018," by JP Hay Sales & Lettings Limited, Manchester "
1473,57385971,2 bedroom apartment for sale,203995,"Signature Mill apartments,Lower Vickers Street Manchester",19/10/2018, by Thomas Property Group
1474,70779056,2 bedroom apartment for sale,203995,"Lower Vickers Street, Manchester",01/01/2018," by Doorsteps.co.uk, National "
1469,70779080,2 bedroom apartment for sale,203995,"Lower Vickers Street, Manchester",01/01/2018," by Doorsteps.co.uk, National "
1460,74109398,2 bedroom apartment for sale,204450,"Signature Mill, Lower Vickers Street,Manchester",26/06/2018, by Thomas Property Group
1461,52626603,2 bedroom apartment for sale,204450,"Lower Vickers Street, Manchester",24/01/2018, by Spencer Harvey
1463,74642594,2 bedroom apartment for sale,204450,"Signature Mill Lower Vickers Street, Manchester",25/07/2018," by JP Hay Sales & Lettings Limited, Manchester "
1462,74642660,1 bedroom apartment for sale,204450,"Signature Mill Lower Vickers Street, Manchester",25/07/2018," by JP Hay Sales & Lettings Limited, Manchester "
1459,57464709,2 bedroom apartment for sale,204950,"Millbeck Street, Manchester",23/10/2018, by North Property Group Ltd
1458,68922281,2 bedroom apartment for sale,204950,"X1 Media City, Michigan Avenue, Manchester, Greater Manchester, M50",19/09/2017, by Knight Knox 
1457,76170737,2 bedroom flat for sale,204995,"Bridgewater Wharf Apartments, Ordsall Lane, Manchester, Greater Manchester, M5",06/10/2018, by Parker Buchanan Estates Ltd
1447,75112376,3 bedroom terraced house for sale,205000,"Saltney Avenue, Manchester",03/10/2018," by Edward Mellor Ltd, Withington"
1456,76672166,1 bedroom apartment for sale,205000,"Bentinck Street,
Castlefield,
Manchester,
M15",, by DeTrafford Estates Group
1455,56340111,2 bedroom semi-detached house for sale,205000,"Dalton Avenue, Manchester, M32",29/08/2018," by Housesimple.com, Manchester"
1454,56235894,4 bedroom semi-detached house for sale,205000,"Manor Road, Droylsden, Manchester",24/10/2018," by Edward Mellor Ltd, Droylsden"
1452,67680259,3 bedroom semi-detached house for sale,205000,"Kings Lane, Stretford, Manchester, M32",25/09/2018," by Trading Places, Stretford"
1451,56136978,2 bedroom apartment for sale,205000,"Arundel Street, Manchester, Greater Manchester, M15",16/08/2018," by Landwood Group, Manchester"
1450,73842926,2 bedroom apartment for sale,205000,"1 Blantyre Street, Manchester, M15",11/09/2018," by Purplebricks, covering Manchester"
1449,74387030,4 bedroom semi-detached house for sale,205000,"Clarkesville View, Crumpsall",06/07/2018, by homes4u
1448,67777888,2 bedroom apartment for sale,205000,"St. Lawrence Quay, Salford Quays, Salford, Lancashire, M50",25/08/2018," by Lawrence Copeland  (Town & City Centre), Manchester"
1446,76475780,1 bedroom apartment for sale,205000,"Bentinck Street,
Castlefield,
Manchester,
M15",18/10/2018, by DeTrafford Estates Group
1453,67427965,2 bedroom apartment for sale,205000,"POPworks, 162-164 Oldham Road, Manchester",10/09/2018, by Julie Twist Properties
1444,57362271,3 bedroom semi-detached house for sale,205000,"Palmerston Road, Denton",17/10/2018," by Philip James Kennedy, Sales"
1443,65334625,2 bedroom apartment for sale,205000,"Prestbury Court, Evans Close, Didsbury",23/07/2018," by Gascoigne Halman, Didsbury"
1445,72962090,3 bedroom detached house for sale,205000,"Arran Street, Manchester, Greater Manchester, M40",25/06/2018," by Tepilo Limited, UK"
1442,72471269,1 bedroom apartment for sale,205258,"Embankment West, Manchester",09/04/2018, by Ascend 
1441,76393157,1 bedroom apartment for sale,207000,"High Street,  Manchester,  M4 ",16/10/2018, by Browns & Co Property
1440,71386292,3 bedroom detached house for sale,207000,"Gildersdale Drive, Manchester, M9",09/02/2018," by Purplebricks, covering Manchester"
1439,74175905,2 bedroom flat for sale,207495,"Fortis Quay, Salford",28/06/2017," by I Am The Agent, Nationwide"
1438,76487945,2 bedroom house for sale,207500,"Manchester Road,
Droylsden,
Manchester,
M43 6EQ",18/10/2018, by DeTrafford Estates Group
1437,56565990,2 bedroom house for sale,207500,"Manchester Road,
Droylsden,
Manchester,
M43 6EQ",12/09/2018, by DeTrafford Estates Group
1436,76199891,2 bedroom house for sale,207500,"Manchester Road,
Droylsden,
Manchester,
M43 6EQ",08/10/2018, by DeTrafford Estates Group
1435,75616541,2 bedroom apartment for sale,207500,"Spectrum, Blackfriars Road, Salford, Greater Manchester, M3",16/10/2018," by JLL, Manchester"
1434,68158276,1 bedroom apartment for sale,208000,"Ordsall Lane, Salford, M5 4XR",," by Hunters, Worsley"
1433,67427959,2 bedroom apartment for sale,208000,"POPworks, 162-164 Oldham Road, Manchester",10/09/2018, by Julie Twist Properties
1432,73725575,2 bedroom apartment for sale,208907,"Middlewood Plaza, Liverpool Street, Salford, Greater Manchester, M5",08/06/2018, by Cushman & Wakefield
1431,74365757,2 bedroom apartment for sale,209000,"The Cube, 2 Advent Way, Manchester, M4 7LH",05/07/2018," by Hunters, Manchester"
1430,50828439,1 bedroom apartment for sale,209000,"Wilson Block, Potato Wharf, Castlefield, Manchester, M3",04/06/2018, by Ernest-Brooks International
1429,76003976,1 bedroom apartment for sale,209095,"Derwent St, 
Manchester,
M5 4RE
",01/10/2018, by Alliance Investments
1428,76520666,2 bedroom apartment for sale,209239,"Reference: 69854, Salford",19/10/2018, by The Property Supplier
1427,72748289,2 bedroom apartment for sale,209239,"Regents Park, Ordsall Lane, Salford, Greater Manchester, M5",23/04/2018, by Opulent
1426,70526246,2 bedroom apartment for sale,209500,"The Linx, 10 Naples Street",06/03/2018," by Pad Residential, Manchester"
1412,76586423,2 bedroom apartment for sale,209950,"Reference: 85410, Lower Vickers Street, Manchester",20/08/2018," by The Property Supplier, Princes Risborough"
1413,55708938,2 bedroom apartment for sale,209950,"Signature Mill apartments,Lower Vickers Street Manchester",27/07/2018, by Thomas Property Group
1414,66490738,2 bedroom apartment for sale,209950,"Signature Mill apartments,Lower Vickers Street Manchester",18/07/2018, by Thomas Property Group
1415,55599876,3 bedroom semi-detached house for sale,209950,"Deepdale Avenue, Withington, Manchester, M20 ",23/07/2018," by JP & Brimelow , Withington"
1416,64251559,3 bedroom semi-detached bungalow for sale,209950,"2 Cambridge Road, Failsworth, Manchester. M35 0QR",12/09/2018," by N P Estates, Manchester"
1417,56982297,3 bedroom semi-detached house for sale,209950,"Tarvin Avenue, Withington",22/10/2018," by Stevenson Whyte, Sale"
1418,56947803,3 bedroom semi-detached house for sale,209950,"Tarvin Avenue, Withington, Manchester, M20 ",22/10/2018," by JP & Brimelow , Withington"
1423,57385746,2 bedroom apartment for sale,209950,"Signature Mill apartments,Lower Vickers Street Manchester",19/10/2018, by Thomas Property Group
1420,76203548,2 bedroom apartment for sale,209950,"Signature Mill apartments,Lower Vickers Street Manchester",08/10/2018, by Thomas Property Group
1421,66620047,2 bedroom apartment for sale,209950,"Signature Mill apartments,Lower Vickers Street Manchester",25/07/2018, by Thomas Property Group
1422,72308531,2 bedroom apartment for sale,209950,"Signature Mill, Lower Vickers Street, Manchester",08/03/2018," by YOPA, National"
1424,56208831,2 bedroom apartment for sale,209950,"Signature Mill apartments,Lower Vickers Street Manchester",20/08/2018, by Thomas Property Group
1425,67094950,3 bedroom semi-detached house for sale,209950,"Vine Street, Salford",21/08/2018," by Aubrey Lee & Co, Prestwich"
1419,74643479,2 bedroom apartment for sale,209950,"Signature Mill Lower Vickers Street, Manchester",25/07/2018," by JP Hay Sales & Lettings Limited, Manchester "
1408,75440759,2 bedroom apartment for sale,209995,"Luxury Manchester Apartments, Talbot Road, Manchester",13/09/2017, by RW Invest
1409,76031672,2 bedroom apartment for sale,209995,"Salford City Centre Apartments,Ordsall Lane, Manchester",10/11/2017, by RW Invest
1411,56442000,2 bedroom apartment for sale,209995,"Off Plan Manchester Apartments, Chester Road, Manchester",14/09/2017, by RW Invest
1410,76320326,2 bedroom flat for sale,209995,"Bridgewater Wharf Apartments, Manchester, Greater Manchester, M5",12/10/2018, by Parker Buchanan Estates Ltd
